Magnetic,PlasmaCurrent,Elongation,Triangularity,Beta,Density,W,T
11.5,6.5,1.96,0.43,1.55,35.0,2749.6,2749.6
11.5,7.75,1.82,0.43,1.3,35.0,3023.8999999999996,3023.8999999999996
11.5,9.0,1.89,0.43,0.8,35.0,3066.9,3066.9
11.5,9.0,1.89,0.43,1.05,35.0,3134.2,3134.2
11.5,6.5,1.75,0.37,1.55,35.0,2826.6,2826.6
11.5,5.25,1.75,0.43,1.05,35.0,2554.8,2554.8
11.5,5.25,1.96,0.43,1.55,35.0,2565.2,2565.2
11.5,6.5,1.82,0.43,1.05,35.0,2792.3,2792.3
11.5,9.0,1.75,0.37,0.8,35.0,2992.2,2992.2
11.5,7.75,1.89,0.37,1.05,35.0,2715.3,2715.3
11.5,6.5,1.89,0.43,1.05,35.0,2676.0,2676.0
11.5,5.25,1.89,0.43,1.55,35.0,2656.1,2656.1
11.5,7.75,1.96,0.43,1.05,35.0,2824.1,2824.1
11.5,5.25,1.75,0.37,1.3,35.0,2443.2999999999997,2443.2999999999997
11.5,9.0,1.75,0.37,1.05,35.0,3100.7,3100.7
11.5,6.5,1.89,0.43,0.8,35.0,2621.5,2621.5
11.5,6.5,1.89,0.37,1.3,35.0,2537.6,2537.6
11.5,5.25,1.75,0.43,1.3,35.0,2664.7,2664.7
11.5,9.0,1.82,0.37,1.55,35.0,3127.0,3127.0
11.5,4.0,1.82,0.49,1.55,45.0,2299.0,2299.0
11.5,6.5,1.82,0.49,1.3,45.0,2770.7999999999997,2770.7999999999997
11.5,5.25,1.89,0.43,0.8,45.0,2231.3,2231.3
11.5,9.0,1.96,0.37,1.55,45.0,2653.7000000000003,2653.7000000000003
11.5,5.25,1.96,0.37,1.55,45.0,2164.8999999999996,2164.8999999999996
11.5,6.5,1.96,0.37,1.05,45.0,2224.4,2224.4
11.5,4.0,1.89,0.49,1.55,45.0,2301.8,2301.8
11.5,6.5,1.82,0.43,0.8,45.0,2476.9,2476.9
11.5,5.25,1.89,0.37,1.3,45.0,2190.0,2190.0
11.5,7.75,1.75,0.49,1.55,45.0,2024.8,2024.8
11.5,5.25,1.75,0.49,1.3,45.0,2599.4,2599.4
11.5,5.25,1.89,0.37,1.55,45.0,2226.1000000000004,2226.1000000000004
11.5,4.0,1.96,0.43,1.05,45.0,2027.3,2027.3
11.5,7.75,1.89,0.37,1.3,45.0,2457.8,2457.8
11.5,5.25,1.89,0.43,1.05,45.0,2271.0,2271.0
11.5,5.25,1.82,0.49,1.55,45.0,2590.2,2590.2
11.5,9.0,1.75,0.49,0.8,45.0,1555.3999999999999,1555.3999999999999
11.5,5.25,1.89,0.55,0.8,45.0,2612.5,2612.5
11.5,7.75,1.82,0.43,1.05,45.0,2703.5,2703.5
11.5,4.0,1.96,0.37,1.05,45.0,1888.0,1888.0
11.5,9.0,1.82,0.49,1.3,45.0,3148.8999999999996,3148.8999999999996
11.5,7.75,1.82,0.43,1.55,45.0,2799.6,2799.6
11.5,4.0,1.89,0.43,1.05,45.0,2026.5,2026.5
11.5,6.5,1.96,0.37,0.8,45.0,2184.4,2184.4
11.5,7.75,1.96,0.37,1.55,45.0,2537.7000000000003,2537.7000000000003
11.5,4.0,1.82,0.49,0.8,45.0,2244.4,2244.4
11.5,7.75,1.89,0.43,1.55,45.0,2802.1,2802.1
11.5,9.0,1.82,0.37,1.05,45.0,2551.6,2551.6
11.5,7.75,1.82,0.55,1.3,45.0,3203.6,3203.6
11.5,4.0,1.82,0.55,1.3,45.0,2495.2999999999997,2495.2999999999997
11.5,5.25,1.82,0.43,1.05,45.0,2318.9,2318.9
11.5,7.75,1.75,0.37,1.05,45.0,2444.0,2444.0
11.5,9.0,1.89,0.37,1.05,45.0,2552.8,2552.8
11.5,9.0,1.96,0.55,1.3,45.0,3300.0,3300.0
11.5,5.25,1.89,0.37,1.05,45.0,2154.2,2154.2
11.5,4.0,1.89,0.49,1.3,45.0,2282.2,2282.2
11.5,9.0,1.82,0.55,1.05,45.0,1914.6000000000001,1914.6000000000001
11.5,9.0,1.89,0.49,1.3,45.0,3012.0,3012.0
11.5,7.75,1.89,0.55,1.55,45.0,3219.7,3219.7
11.5,7.75,1.75,0.55,1.55,45.0,1668.6000000000001,1668.6000000000001
11.5,4.0,1.96,0.43,1.3,45.0,2046.5,2046.5
11.5,7.75,1.89,0.49,1.3,45.0,2872.6,2872.6
11.5,5.25,1.89,0.49,1.05,45.0,2506.0,2506.0
11.5,5.25,1.82,0.49,1.3,45.0,2574.3,2574.3
11.5,9.0,1.82,0.43,1.3,45.0,2974.0,2974.0
11.5,6.5,1.82,0.49,1.05,45.0,2723.3,2723.3
11.5,4.0,1.89,0.37,0.8,45.0,1870.1000000000001,1870.1000000000001
11.5,6.5,1.96,0.43,1.3,45.0,2445.8,2445.8
11.5,6.5,1.89,0.37,1.05,45.0,2303.9,2303.9
11.5,9.0,1.96,0.37,1.3,45.0,2603.7,2603.7
11.5,9.0,1.75,0.55,1.05,45.0,1607.5,1607.5
11.5,7.75,1.82,0.55,1.55,45.0,3261.1,3261.1
11.5,5.25,1.96,0.55,1.3,45.0,2649.0,2649.0
11.5,7.75,1.75,0.49,1.05,45.0,1559.0,1559.0
11.5,6.5,1.82,0.37,1.3,45.0,2341.8,2341.8
11.5,5.25,1.96,0.49,1.55,45.0,2515.2999999999997,2515.2999999999997
11.5,5.25,1.89,0.37,0.8,45.0,2055.4,2055.4
11.5,4.0,1.75,0.37,0.8,45.0,1870.3000000000002,1870.3000000000002
11.5,6.5,1.75,0.55,0.8,45.0,1385.0,1385.0
11.5,9.0,1.82,0.49,1.05,45.0,3090.9,3090.9
11.5,6.5,1.75,0.49,1.05,45.0,2822.9,2822.9
11.5,7.75,1.96,0.43,1.3,45.0,2610.9,2610.9
11.5,9.0,1.82,0.49,0.8,45.0,2987.2999999999997,2987.2999999999997
11.5,4.0,1.75,0.43,1.05,45.0,2025.0,2025.0
11.5,9.0,1.89,0.55,1.3,45.0,3348.9,3348.9
11.5,5.25,1.96,0.49,1.3,45.0,2471.1,2471.1
11.5,6.5,1.75,0.37,1.05,45.0,2328.6,2328.6
11.5,5.25,1.82,0.49,1.05,45.0,2505.2,2505.2
11.5,6.5,1.82,0.49,0.8,45.0,2676.1,2676.1
11.5,9.0,1.82,0.43,1.05,45.0,2921.1,2921.1
11.5,7.75,1.82,0.55,0.8,45.0,3089.3,3089.3
11.5,9.0,1.89,0.49,1.55,45.0,3163.2,3163.2
11.5,9.0,1.75,0.49,1.55,45.0,1855.9,1855.9
11.5,7.75,1.75,0.55,1.3,45.0,1527.8,1527.8
11.5,7.75,1.96,0.49,0.8,45.0,2685.7000000000003,2685.7000000000003
11.5,9.0,1.75,0.55,0.8,45.0,1498.8999999999999,1498.8999999999999
11.5,5.25,1.75,0.43,1.55,45.0,2468.7999999999997,2468.7999999999997
11.5,9.0,1.96,0.37,1.05,45.0,2553.9,2553.9
11.5,5.25,1.89,0.55,1.55,45.0,2780.5,2780.5
11.5,4.0,1.75,0.49,0.8,45.0,2245.2000000000003,2245.2000000000003
11.5,5.25,1.89,0.49,1.3,45.0,2549.3,2549.3
11.5,7.75,1.82,0.49,1.05,45.0,2939.1,2939.1
11.5,4.0,1.75,0.55,1.3,45.0,2516.0,2516.0
11.5,5.25,1.75,0.37,1.05,45.0,2194.5,2194.5
11.5,4.0,1.89,0.37,1.05,45.0,1887.0,1887.0
11.5,4.0,1.89,0.43,0.8,45.0,2008.6,2008.6
11.5,6.5,1.89,0.49,1.55,45.0,2753.7,2753.7
11.5,5.25,1.96,0.37,1.05,45.0,2070.8,2070.8
11.5,4.0,1.75,0.37,1.05,45.0,1885.1,1885.1
11.5,5.25,1.96,0.43,1.3,45.0,2337.2999999999997,2337.2999999999997
11.5,9.0,1.89,0.49,1.05,45.0,2999.8,2999.8
11.5,5.25,1.82,0.37,1.3,45.0,2251.7999999999997,2251.7999999999997
11.5,6.5,1.96,0.49,1.3,45.0,2606.3999999999996,2606.3999999999996
11.5,4.0,1.82,0.43,0.8,45.0,2009.0,2009.0
11.5,7.75,1.82,0.37,1.05,45.0,2477.7,2477.7
11.5,6.5,1.96,0.43,0.8,45.0,2447.2999999999997,2447.2999999999997
11.5,9.0,1.96,0.49,1.3,45.0,2967.5,2967.5
11.5,9.0,1.96,0.55,1.55,45.0,3364.7,3364.7
11.5,9.0,1.82,0.37,1.3,45.0,2638.6,2638.6
11.5,4.0,1.96,0.43,0.8,45.0,2008.3000000000002,2008.3000000000002
11.5,5.25,1.82,0.37,0.8,45.0,2160.4,2160.4
11.5,4.0,1.89,0.37,1.55,45.0,1920.4,1920.4
11.5,5.25,1.82,0.55,1.3,45.0,2789.8,2789.8
11.5,9.0,1.96,0.49,1.05,45.0,2908.7000000000003,2908.7000000000003
11.5,7.75,1.82,0.37,0.8,45.0,2434.1,2434.1
11.5,9.0,1.75,0.37,1.3,45.0,1750.5,1750.5
11.5,5.25,1.96,0.43,1.05,45.0,2272.0,2272.0
11.5,9.0,1.75,0.55,1.3,45.0,1716.6999999999998,1716.6999999999998
11.5,5.25,1.82,0.37,1.05,45.0,2195.3999999999996,2195.3999999999996
11.5,4.0,1.96,0.49,1.05,45.0,2223.7,2223.7
11.5,7.75,1.75,0.37,0.8,45.0,2433.6000000000004,2433.6000000000004
11.5,9.0,1.82,0.49,1.55,45.0,3207.2,3207.2
11.5,4.0,1.75,0.37,1.55,45.0,1914.5,1914.5
11.5,6.5,1.75,0.49,1.55,45.0,2883.5,2883.5
11.5,5.25,1.96,0.55,0.8,45.0,2555.0,2555.0
11.5,7.75,1.89,0.43,1.05,45.0,2704.6,2704.6
11.5,9.0,1.89,0.49,0.8,45.0,2941.7,2941.7
11.5,9.0,1.89,0.37,1.3,45.0,2563.4,2563.4
11.5,9.0,1.89,0.43,1.3,45.0,1886.7,1886.7
11.5,9.0,1.75,0.55,1.55,45.0,1775.1999999999998,1775.1999999999998
11.5,4.0,1.96,0.49,0.8,45.0,2164.6,2164.6
11.5,9.0,1.96,0.55,0.8,45.0,3222.0,3222.0
11.5,5.25,1.82,0.43,0.8,45.0,2328.5,2328.5
11.5,7.75,1.96,0.37,1.3,45.0,2394.2000000000003,2394.2000000000003
11.5,9.0,1.82,0.43,0.8,45.0,2743.7999999999997,2743.7999999999997
11.5,7.75,1.96,0.55,1.3,45.0,3075.7,3075.7
11.5,7.75,1.96,0.37,1.05,45.0,2349.5,2349.5
11.5,5.25,1.96,0.49,1.05,45.0,2480.2,2480.2
11.5,4.0,1.82,0.37,1.05,45.0,1886.0,1886.0
11.5,5.25,1.75,0.37,0.8,45.0,2160.2999999999997,2160.2999999999997
11.5,9.0,1.75,0.43,0.8,45.0,1575.7,1575.7
11.5,7.75,1.89,0.37,1.55,45.0,2502.3,2502.3
11.5,6.5,1.82,0.43,1.55,45.0,2637.2,2637.2
11.5,7.75,1.96,0.37,0.8,45.0,2305.1,2305.1
11.5,7.75,1.82,0.43,0.8,45.0,2655.8,2655.8
11.5,7.75,1.75,0.55,1.05,45.0,1432.1,1432.1
11.5,6.5,1.89,0.37,1.55,45.0,2383.7000000000003,2383.7000000000003
11.5,9.0,1.75,0.49,1.05,45.0,1655.1,1655.1
11.5,9.0,1.96,0.43,1.05,45.0,1879.5,1879.5
11.5,7.75,1.96,0.49,1.05,45.0,2739.3999999999996,2739.3999999999996
11.5,9.0,1.96,0.43,0.8,45.0,2744.7,2744.7
11.5,5.25,1.96,0.37,0.8,45.0,2076.7000000000003,2076.7000000000003
11.5,9.0,1.89,0.37,1.55,45.0,2651.2,2651.2
11.5,4.0,1.82,0.55,1.55,45.0,2515.4,2515.4
11.5,9.0,1.75,0.43,1.3,45.0,1799.5,1799.5
11.5,6.5,1.89,0.55,0.8,45.0,2898.0,2898.0
11.5,9.0,1.89,0.43,1.55,45.0,2945.9,2945.9
11.5,9.0,1.96,0.37,0.8,45.0,2428.0,2428.0
11.5,4.0,1.82,0.43,1.3,45.0,2042.5,2042.5
11.5,7.75,1.75,0.49,1.3,45.0,1730.0,1730.0
11.5,6.5,1.82,0.55,1.3,45.0,2927.6,2927.6
11.5,4.0,1.89,0.43,1.55,45.0,2062.1,2062.1
11.5,7.75,1.82,0.49,1.55,45.0,3045.7999999999997,3045.7999999999997
11.5,6.5,1.82,0.49,1.55,45.0,2818.5,2818.5
11.5,9.0,1.96,0.49,1.55,45.0,3119.4,3119.4
11.5,6.5,1.96,0.49,1.55,45.0,2688.8999999999996,2688.8999999999996
11.5,4.0,1.75,0.37,1.3,45.0,1899.8,1899.8
11.5,4.0,1.75,0.43,1.3,45.0,2040.7000000000003,2040.7000000000003
11.5,4.0,1.89,0.55,1.05,45.0,2475.0,2475.0
11.5,4.0,1.96,0.43,1.55,45.0,2065.3,2065.3
11.5,7.75,1.89,0.37,0.8,45.0,2402.0,2402.0
11.5,4.0,1.75,0.55,1.05,45.0,2497.0,2497.0
11.5,6.5,1.75,0.55,1.05,45.0,1728.5,1728.5
11.5,7.75,1.82,0.55,1.05,45.0,3102.7,3102.7
11.5,9.0,1.82,0.55,0.8,45.0,1804.8,1804.8
11.5,5.25,1.96,0.49,0.8,45.0,2383.5,2383.5
11.5,4.0,1.82,0.43,1.05,45.0,2025.7,2025.7
11.5,7.75,1.75,0.49,0.8,45.0,1429.6,1429.6
11.5,7.75,1.96,0.43,1.55,45.0,2660.1,2660.1
11.5,9.0,1.89,0.37,0.8,45.0,2465.6,2465.6
11.5,4.0,1.89,0.49,0.8,45.0,2243.6,2243.6
11.5,6.5,1.96,0.43,1.05,45.0,2401.4,2401.4
11.5,5.25,1.89,0.55,1.3,45.0,2733.7,2733.7
11.5,5.25,1.75,0.55,1.3,45.0,2874.8999999999996,2874.8999999999996
11.5,7.75,1.75,0.37,1.3,45.0,2617.9,2617.9
11.5,6.5,1.75,0.43,1.3,45.0,2591.9,2591.9
11.5,6.5,1.89,0.49,0.8,45.0,2609.5,2609.5
11.5,6.5,1.82,0.43,1.3,45.0,2593.6,2593.6
11.5,6.5,1.82,0.37,1.55,45.0,2435.2,2435.2
11.5,7.75,1.89,0.49,0.8,45.0,2765.8,2765.8
11.5,7.75,1.82,0.37,1.3,45.0,2554.2,2554.2
11.5,5.25,1.82,0.43,1.3,45.0,2358.1,2358.1
11.5,5.25,1.75,0.49,1.05,45.0,2584.2999999999997,2584.2999999999997
11.5,4.0,1.82,0.37,1.3,45.0,1901.7,1901.7
11.5,4.0,1.75,0.49,1.3,45.0,2279.1,2279.1
11.5,7.75,1.82,0.49,1.3,45.0,2992.3,2992.3
11.5,7.75,1.96,0.49,1.3,45.0,2874.5,2874.5
11.5,6.5,1.89,0.49,1.05,45.0,2657.3,2657.3
11.5,5.25,1.82,0.43,1.55,45.0,2422.1,2422.1
11.5,4.0,1.82,0.43,1.55,45.0,2059.2000000000003,2059.2000000000003
11.5,9.0,1.82,0.43,1.55,45.0,2985.3999999999996,2985.3999999999996
11.5,7.75,1.75,0.43,1.3,45.0,2821.8999999999996,2821.8999999999996
11.5,5.25,1.96,0.37,1.3,45.0,2128.2999999999997,2128.2999999999997
11.5,6.5,1.82,0.55,0.8,45.0,2861.5,2861.5
11.5,7.75,1.75,0.43,1.55,45.0,2833.4,2833.4
11.5,4.0,1.89,0.43,1.3,45.0,2044.4,2044.4
11.5,4.0,1.75,0.55,0.8,45.0,2460.0,2460.0
11.5,6.5,1.89,0.37,0.8,45.0,2130.3,2130.3
11.5,4.0,1.82,0.37,1.55,45.0,1917.3,1917.3
11.5,7.75,1.96,0.55,1.55,45.0,3178.4,3178.4
11.5,4.0,1.75,0.43,0.8,45.0,2009.3000000000002,2009.3000000000002
11.5,5.25,1.75,0.55,1.05,45.0,2829.7,2829.7
11.5,5.25,1.82,0.49,0.8,45.0,2463.1,2463.1
11.5,6.5,1.75,0.43,1.55,45.0,2665.2,2665.2
11.5,6.5,1.96,0.55,0.8,45.0,2861.3,2861.3
11.5,6.5,1.89,0.55,1.3,45.0,2892.3999999999996,2892.3999999999996
11.5,7.75,1.96,0.49,1.55,45.0,2888.5,2888.5
11.5,5.25,1.75,0.37,1.55,45.0,2327.3,2327.3
11.5,7.75,1.89,0.43,1.3,45.0,2717.2000000000003,2717.2000000000003
11.5,6.5,1.75,0.49,1.3,45.0,2836.3999999999996,2836.3999999999996
11.5,6.5,1.82,0.55,1.05,45.0,2876.1,2876.1
11.5,4.0,1.82,0.49,1.05,45.0,2262.0,2262.0
11.5,6.5,1.75,0.43,0.8,45.0,2506.8,2506.8
11.5,7.75,1.82,0.37,1.55,45.0,2598.3,2598.3
11.5,9.0,1.89,0.55,1.55,45.0,3362.2000000000003,3362.2000000000003
11.5,5.25,1.96,0.55,1.05,45.0,2601.7999999999997,2601.7999999999997
11.5,7.75,1.82,0.49,0.8,45.0,2886.2000000000003,2886.2000000000003
11.5,6.5,1.75,0.43,1.05,45.0,2549.2,2549.2
11.5,6.5,1.96,0.37,1.55,45.0,2332.2,2332.2
11.5,6.5,1.75,0.55,1.55,45.0,2345.2999999999997,2345.2999999999997
11.5,6.5,1.89,0.55,1.05,45.0,2876.9,2876.9
11.5,9.0,1.96,0.49,0.8,45.0,2850.2000000000003,2850.2000000000003
11.5,5.25,1.75,0.43,0.8,45.0,2328.6,2328.6
11.5,9.0,1.75,0.43,1.05,45.0,1666.3,1666.3
11.5,6.5,1.96,0.49,1.05,45.0,2591.4,2591.4
11.5,9.0,1.96,0.55,1.05,45.0,3185.2,3185.2
11.5,4.0,1.96,0.37,0.8,45.0,1870.1000000000001,1870.1000000000001
11.5,4.0,1.82,0.37,0.8,45.0,1870.2,1870.2
11.5,4.0,1.75,0.43,1.55,45.0,2056.4,2056.4
11.5,7.75,1.75,0.43,0.8,45.0,1720.8000000000002,1720.8000000000002
11.5,6.5,1.75,0.37,1.3,45.0,2421.0,2421.0
11.5,7.75,1.89,0.49,1.05,45.0,2859.4,2859.4
11.5,5.25,1.75,0.49,1.55,45.0,2668.1,2668.1
11.5,6.5,1.89,0.43,1.55,45.0,2548.6,2548.6
11.5,7.75,1.75,0.37,1.55,45.0,2595.9,2595.9
11.5,9.0,1.82,0.37,0.8,45.0,2465.0,2465.0
11.5,4.0,1.89,0.55,1.3,45.0,2496.6,2496.6
11.5,9.0,1.96,0.43,1.3,45.0,2768.8,2768.8
11.5,4.0,1.82,0.55,1.05,45.0,2410.1,2410.1
11.5,9.0,1.75,0.49,1.3,45.0,1755.2,1755.2
11.5,6.5,1.89,0.43,1.3,45.0,2534.8,2534.8
11.5,6.5,1.96,0.37,1.3,45.0,2291.7000000000003,2291.7000000000003
11.5,9.0,1.75,0.43,1.55,45.0,1891.1,1891.1
11.5,6.5,1.96,0.55,1.55,45.0,2947.5,2947.5
11.5,5.25,1.89,0.43,1.3,45.0,2359.9,2359.9
11.5,9.0,1.96,0.43,1.55,45.0,2822.7000000000003,2822.7000000000003
11.5,7.75,1.96,0.43,0.8,45.0,2513.3999999999996,2513.3999999999996
11.5,4.0,1.96,0.37,1.3,45.0,1905.8999999999999,1905.8999999999999
11.5,6.5,1.82,0.55,1.55,45.0,3016.3,3016.3
11.5,7.75,1.96,0.55,0.8,45.0,2959.1,2959.1
11.5,4.0,1.75,0.49,1.05,45.0,2261.7,2261.7
11.5,5.25,1.82,0.55,1.55,45.0,2806.8,2806.8
11.5,7.75,1.89,0.55,1.05,45.0,3059.8999999999996,3059.8999999999996
11.5,5.25,1.82,0.55,1.05,45.0,2744.0,2744.0
11.5,5.25,1.96,0.55,1.55,45.0,2696.4,2696.4
11.5,5.25,1.89,0.49,1.55,45.0,2592.9,2592.9
11.5,6.5,1.89,0.49,1.3,45.0,2671.7,2671.7
11.5,6.5,1.75,0.37,0.8,45.0,2343.9,2343.9
11.5,5.25,1.82,0.37,1.55,45.0,2266.0,2266.0
11.5,4.0,1.75,0.55,1.55,45.0,2535.0,2535.0
11.5,4.0,1.89,0.37,1.3,45.0,1903.7,1903.7
11.5,6.5,1.82,0.37,0.8,45.0,2210.3,2210.3
11.5,5.25,1.75,0.49,0.8,45.0,2489.9,2489.9
11.5,7.75,1.89,0.49,1.55,45.0,2926.5,2926.5
11.5,7.75,1.96,0.55,1.05,45.0,3017.3,3017.3
11.5,4.0,1.82,0.49,1.3,45.0,2280.6000000000004,2280.6000000000004
11.5,9.0,1.89,0.55,1.05,45.0,3335.7000000000003,3335.7000000000003
11.5,6.5,1.89,0.55,1.55,45.0,2944.7999999999997,2944.7999999999997
11.5,7.75,1.75,0.43,1.05,45.0,2738.5,2738.5
11.5,4.0,1.96,0.37,1.55,45.0,1923.6,1923.6
11.5,5.25,1.96,0.43,0.8,45.0,2182.9,2182.9
11.5,9.0,1.75,0.37,1.55,45.0,1835.1,1835.1
11.5,4.0,1.89,0.49,1.05,45.0,2262.4,2262.4
11.5,6.5,1.82,0.37,1.05,45.0,2302.7000000000003,2302.7000000000003
11.5,7.75,1.75,0.55,0.8,45.0,1336.9,1336.9
11.5,7.75,1.89,0.43,0.8,45.0,2620.4,2620.4
11.5,6.5,1.96,0.55,1.05,45.0,2914.4,2914.4
11.5,6.5,1.96,0.43,1.55,45.0,2490.5,2490.5
11.5,7.75,1.89,0.55,0.8,45.0,3045.9,3045.9
11.5,5.25,1.82,0.55,0.8,45.0,2698.7000000000003,2698.7000000000003
11.5,7.75,1.82,0.43,1.3,45.0,2751.5,2751.5
11.5,9.0,1.89,0.43,0.8,45.0,2702.7000000000003,2702.7000000000003
11.5,6.5,1.75,0.55,1.3,45.0,1924.3,1924.3
11.5,9.0,1.89,0.43,1.05,45.0,2797.2000000000003,2797.2000000000003
11.5,6.5,1.75,0.49,0.8,45.0,1939.2,1939.2
11.5,6.5,1.75,0.37,1.55,45.0,2486.9,2486.9
11.5,5.25,1.75,0.43,1.05,45.0,2391.3,2391.3
11.5,5.25,1.96,0.43,1.55,45.0,2378.5,2378.5
11.5,5.25,1.75,0.55,1.55,45.0,2920.3,2920.3
11.5,6.5,1.82,0.43,1.05,45.0,2520.0,2520.0
11.5,5.25,1.89,0.49,0.8,45.0,2462.9,2462.9
11.5,4.0,1.96,0.49,1.3,45.0,2283.9,2283.9
11.5,5.25,1.89,0.55,1.05,45.0,2658.5,2658.5
11.5,4.0,1.75,0.49,1.55,45.0,2296.4,2296.4
11.5,9.0,1.75,0.37,0.8,45.0,1544.0,1544.0
11.5,7.75,1.89,0.37,1.05,45.0,2413.6000000000004,2413.6000000000004
11.5,6.5,1.96,0.49,0.8,45.0,2543.0,2543.0
11.5,7.75,1.89,0.55,1.3,45.0,3117.7000000000003,3117.7000000000003
11.5,4.0,1.89,0.55,0.8,45.0,2261.1,2261.1
11.5,6.5,1.89,0.43,1.05,45.0,2490.8,2490.8
11.5,5.25,1.89,0.43,1.55,45.0,2350.9,2350.9
11.5,5.25,1.75,0.55,0.8,45.0,2785.1,2785.1
11.5,7.75,1.96,0.43,1.05,45.0,2562.0,2562.0
11.5,5.25,1.75,0.37,1.3,45.0,2271.3,2271.3
11.5,9.0,1.75,0.37,1.05,45.0,1666.1999999999998,1666.1999999999998
11.5,4.0,1.82,0.55,0.8,45.0,2414.8999999999996,2414.8999999999996
11.5,6.5,1.89,0.43,0.8,45.0,2417.0,2417.0
11.5,9.0,1.82,0.55,1.55,45.0,1159.3,1159.3
11.5,6.5,1.89,0.37,1.3,45.0,2316.7,2316.7
11.5,5.25,1.75,0.43,1.3,45.0,2405.4,2405.4
11.5,9.0,1.82,0.55,1.3,45.0,2076.1,2076.1
11.5,6.5,1.96,0.55,1.3,45.0,2894.1,2894.1
11.5,9.0,1.89,0.55,0.8,45.0,3171.4,3171.4
11.5,9.0,1.82,0.37,1.55,45.0,2726.0,2726.0
11.5,4.0,1.82,0.49,1.55,55.0,1906.6000000000001,1906.6000000000001
11.5,6.5,1.82,0.49,1.3,55.0,2604.6,2604.6
11.5,5.25,1.89,0.43,0.8,55.0,2101.1000000000004,2101.1000000000004
11.5,9.0,1.96,0.37,1.55,55.0,2401.4,2401.4
11.5,5.25,1.96,0.37,1.55,55.0,2041.0,2041.0
11.5,6.5,1.96,0.37,1.05,55.0,2177.9,2177.9
11.5,4.0,1.89,0.49,1.55,55.0,1908.9,1908.9
11.5,6.5,1.82,0.43,0.8,55.0,2336.3,2336.3
11.5,5.25,1.89,0.37,1.3,55.0,2025.3000000000002,2025.3000000000002
11.5,7.75,1.75,0.49,1.55,55.0,1310.8,1310.8
11.5,5.25,1.75,0.49,1.3,55.0,2410.4,2410.4
11.5,5.25,1.89,0.37,1.55,55.0,2038.6000000000001,2038.6000000000001
11.5,4.0,1.96,0.43,1.05,55.0,1647.8,1647.8
11.5,7.75,1.89,0.37,1.3,55.0,2295.9,2295.9
11.5,5.25,1.89,0.43,1.05,55.0,2194.4,2194.4
11.5,5.25,1.82,0.49,1.55,55.0,2425.9,2425.9
11.5,9.0,1.75,0.49,0.8,55.0,1238.5,1238.5
11.5,5.25,1.89,0.55,0.8,55.0,2484.3,2484.3
11.5,7.75,1.82,0.43,1.05,55.0,2461.7,2461.7
11.5,4.0,1.96,0.37,1.05,55.0,1516.0,1516.0
11.5,9.0,1.82,0.49,1.3,55.0,1559.7,1559.7
11.5,7.75,1.82,0.43,1.55,55.0,2570.7,2570.7
11.5,4.0,1.89,0.43,1.05,55.0,1647.1,1647.1
11.5,6.5,1.96,0.37,0.8,55.0,2032.1,2032.1
11.5,7.75,1.96,0.37,1.55,55.0,2308.6000000000004,2308.6000000000004
11.5,4.0,1.82,0.49,0.8,55.0,1861.6999999999998,1861.6999999999998
11.5,7.75,1.89,0.43,1.55,55.0,2514.1,2514.1
11.5,9.0,1.82,0.37,1.05,55.0,1464.6,1464.6
11.5,7.75,1.82,0.55,1.3,55.0,1433.4,1433.4
11.5,4.0,1.82,0.55,1.3,55.0,2023.0000000000002,2023.0000000000002
11.5,5.25,1.82,0.43,1.05,55.0,2194.0,2194.0
11.5,7.75,1.75,0.37,1.05,55.0,1200.9,1200.9
11.5,9.0,1.89,0.37,1.05,55.0,2380.0,2380.0
11.5,9.0,1.96,0.55,1.3,55.0,3039.6,3039.6
11.5,5.25,1.89,0.37,1.05,55.0,2012.0,2012.0
11.5,4.0,1.89,0.49,1.3,55.0,1892.7,1892.7
11.5,9.0,1.82,0.55,1.05,55.0,1400.1999999999998,1400.1999999999998
11.5,9.0,1.89,0.49,1.3,55.0,2829.1,2829.1
11.5,7.75,1.89,0.55,1.55,55.0,2926.1,2926.1
11.5,7.75,1.75,0.55,1.55,55.0,1256.1,1256.1
11.5,4.0,1.96,0.43,1.3,55.0,1663.2,1663.2
11.5,7.75,1.89,0.49,1.3,55.0,2747.3999999999996,2747.3999999999996
11.5,5.25,1.89,0.49,1.05,55.0,2396.9,2396.9
11.5,5.25,1.82,0.49,1.3,55.0,2411.4,2411.4
11.5,9.0,1.82,0.43,1.3,55.0,1593.6999999999998,1593.6999999999998
11.5,6.5,1.82,0.49,1.05,55.0,2538.5,2538.5
11.5,4.0,1.89,0.37,0.8,55.0,1501.6000000000001,1501.6000000000001
11.5,6.5,1.96,0.43,1.3,55.0,2362.8,2362.8
11.5,6.5,1.89,0.37,1.05,55.0,2154.7999999999997,2154.7999999999997
11.5,9.0,1.96,0.37,1.3,55.0,2360.7,2360.7
11.5,9.0,1.75,0.55,1.05,55.0,1273.4,1273.4
11.5,7.75,1.82,0.55,1.55,55.0,1768.0,1768.0
11.5,5.25,1.96,0.55,1.3,55.0,2493.2,2493.2
11.5,7.75,1.75,0.49,1.05,55.0,1199.8999999999999,1199.8999999999999
11.5,6.5,1.82,0.37,1.3,55.0,2232.2000000000003,2232.2000000000003
11.5,5.25,1.96,0.49,1.55,55.0,2430.1,2430.1
11.5,5.25,1.89,0.37,0.8,55.0,1998.6999999999998,1998.6999999999998
