Magnetic,PlasmaCurrent,Elongation,Triangularity,Beta,Density,W,T
12.5,9.0,1.89,0.37,1.55,15.0,5526.4,5526.4
12.5,4.0,1.82,0.55,1.55,15.0,4186.099999999999,4186.099999999999
12.5,9.0,1.75,0.43,1.3,15.0,7070.599999999999,7070.599999999999
12.5,6.5,1.89,0.55,0.8,15.0,13329.800000000001,13329.800000000001
12.5,9.0,1.89,0.43,1.55,15.0,6415.3,6415.3
12.5,9.0,1.96,0.37,0.8,15.0,5069.9,5069.9
12.5,4.0,1.82,0.43,1.3,15.0,3338.1,3338.1
12.5,7.75,1.75,0.49,1.3,15.0,6726.7,6726.7
12.5,6.5,1.82,0.55,1.3,15.0,6416.0,6416.0
12.5,4.0,1.89,0.43,1.55,15.0,3507.4,3507.4
12.5,7.75,1.82,0.49,1.55,15.0,6767.1,6767.1
12.5,6.5,1.82,0.49,1.55,15.0,5470.799999999999,5470.799999999999
12.5,9.0,1.96,0.49,1.55,15.0,6309.700000000001,6309.700000000001
12.5,6.5,1.96,0.49,1.55,15.0,4816.6,4816.6
12.5,4.0,1.75,0.43,1.3,15.0,3581.2,3581.2
12.5,4.0,1.89,0.55,1.05,15.0,4331.9,4331.9
12.5,4.0,1.96,0.43,1.55,15.0,3137.1000000000004,3137.1000000000004
12.5,7.75,1.89,0.37,0.8,15.0,4787.099999999999,4787.099999999999
12.5,4.0,1.75,0.55,1.05,15.0,4248.0,4248.0
12.5,6.5,1.75,0.55,1.05,15.0,6493.8,6493.8
12.5,7.75,1.82,0.55,1.05,15.0,6740.5,6740.5
12.5,4.0,1.96,0.55,1.05,15.0,8226.5,8226.5
12.5,9.0,1.82,0.55,0.8,15.0,7625.9,7625.9
12.5,5.25,1.96,0.49,0.8,15.0,3901.4,3901.4
12.5,4.0,1.82,0.43,1.05,15.0,3366.6,3366.6
12.5,7.75,1.75,0.49,0.8,15.0,6267.2,6267.2
12.5,7.75,1.96,0.43,1.55,15.0,5189.9,5189.9
12.5,9.0,1.89,0.37,0.8,15.0,5192.8,5192.8
12.5,4.0,1.89,0.49,0.8,15.0,3648.2000000000003,3648.2000000000003
12.5,6.5,1.96,0.43,1.05,15.0,4314.2,4314.2
12.5,5.25,1.89,0.55,1.3,15.0,4736.6,4736.6
12.5,5.25,1.75,0.55,1.3,15.0,5214.9,5214.9
12.5,7.75,1.75,0.37,1.3,15.0,5372.200000000001,5372.200000000001
12.5,6.5,1.75,0.43,1.3,15.0,5237.7,5237.7
12.5,6.5,1.89,0.49,0.8,15.0,4822.099999999999,4822.099999999999
12.5,6.5,1.82,0.43,1.3,15.0,4940.7,4940.7
12.5,6.5,1.82,0.37,1.55,15.0,5021.4,5021.4
12.5,7.75,1.89,0.49,0.8,15.0,6271.9,6271.9
12.5,7.75,1.82,0.37,1.3,15.0,5269.9,5269.9
12.5,5.25,1.82,0.43,1.3,15.0,4341.599999999999,4341.599999999999
12.5,5.25,1.75,0.49,1.05,15.0,4724.700000000001,4724.700000000001
12.5,4.0,1.75,0.49,1.3,15.0,3848.2,3848.2
12.5,7.75,1.82,0.49,1.3,15.0,6335.0,6335.0
12.5,7.75,1.96,0.49,1.3,15.0,6082.5,6082.5
12.5,6.5,1.89,0.49,1.05,15.0,5076.4,5076.4
12.5,5.25,1.82,0.43,1.55,15.0,4374.7,4374.7
12.5,4.0,1.82,0.43,1.55,15.0,3371.6,3371.6
12.5,4.0,1.96,0.55,0.8,15.0,8171.400000000001,8171.400000000001
12.5,9.0,1.82,0.43,1.55,15.0,6687.9,6687.9
12.5,7.75,1.75,0.43,1.3,15.0,5983.7,5983.7
12.5,5.25,1.96,0.37,1.3,15.0,3383.1000000000004,3383.1000000000004
12.5,6.5,1.82,0.55,0.8,15.0,5979.9,5979.9
12.5,7.75,1.75,0.43,1.55,15.0,6133.9,6133.9
12.5,4.0,1.89,0.43,1.3,15.0,3220.0,3220.0
12.5,4.0,1.75,0.55,0.8,15.0,4135.3,4135.3
12.5,6.5,1.89,0.37,0.8,15.0,4209.7,4209.7
12.5,7.75,1.96,0.55,1.55,15.0,16164.7,16164.7
12.5,4.0,1.75,0.43,0.8,15.0,3513.7999999999997,3513.7999999999997
12.5,5.25,1.75,0.55,1.05,15.0,5373.9,5373.9
12.5,5.25,1.82,0.49,0.8,15.0,4339.2,4339.2
12.5,6.5,1.75,0.43,1.55,15.0,5369.7,5369.7
12.5,6.5,1.96,0.55,0.8,15.0,13324.3,13324.3
12.5,6.5,1.89,0.55,1.3,15.0,13458.4,13458.4
12.5,7.75,1.96,0.49,1.55,15.0,5984.6,5984.6
12.5,7.75,1.89,0.43,1.3,15.0,5393.5,5393.5
12.5,4.0,1.96,0.49,1.55,15.0,3707.6,3707.6
12.5,6.5,1.75,0.49,1.3,15.0,5653.2,5653.2
12.5,6.5,1.82,0.55,1.05,15.0,6136.9,6136.9
12.5,4.0,1.82,0.49,1.05,15.0,3682.5,3682.5
12.5,6.5,1.75,0.43,0.8,15.0,5076.5,5076.5
12.5,7.75,1.82,0.37,1.55,15.0,5189.6,5189.6
12.5,9.0,1.89,0.55,1.55,15.0,18786.3,18786.3
12.5,5.25,1.96,0.55,1.05,15.0,10850.300000000001,10850.300000000001
12.5,7.75,1.82,0.49,0.8,15.0,6006.2,6006.2
12.5,6.5,1.75,0.43,1.05,15.0,5207.200000000001,5207.200000000001
12.5,6.5,1.96,0.37,1.55,15.0,4305.5,4305.5
12.5,6.5,1.75,0.55,1.55,15.0,6688.2,6688.2
12.5,6.5,1.89,0.55,1.05,15.0,13383.0,13383.0
12.5,9.0,1.96,0.49,0.8,15.0,6059.0,6059.0
12.5,5.25,1.75,0.43,0.8,15.0,4191.6,4191.6
12.5,9.0,1.75,0.43,1.05,15.0,6901.799999999999,6901.799999999999
12.5,6.5,1.96,0.49,1.05,15.0,4748.599999999999,4748.599999999999
12.5,9.0,1.96,0.55,1.05,15.0,18636.5,18636.5
12.5,4.0,1.96,0.37,0.8,15.0,2880.7999999999997,2880.7999999999997
12.5,4.0,1.75,0.43,1.55,15.0,3677.6,3677.6
12.5,7.75,1.75,0.43,0.8,15.0,5685.900000000001,5685.900000000001
12.5,6.5,1.75,0.37,1.3,15.0,4893.2,4893.2
12.5,7.75,1.89,0.49,1.05,15.0,6042.3,6042.3
12.5,5.25,1.75,0.49,1.55,15.0,4792.2,4792.2
12.5,6.5,1.89,0.43,1.55,15.0,4674.599999999999,4674.599999999999
12.5,7.75,1.75,0.37,1.55,15.0,5616.0,5616.0
12.5,9.0,1.82,0.37,0.8,15.0,5566.6,5566.6
12.5,4.0,1.89,0.55,1.3,15.0,4004.2,4004.2
12.5,4.0,1.96,0.55,1.55,15.0,8399.0,8399.0
12.5,9.0,1.96,0.43,1.3,15.0,5970.900000000001,5970.900000000001
12.5,4.0,1.82,0.55,1.05,15.0,4031.1000000000004,4031.1000000000004
12.5,9.0,1.75,0.49,1.3,15.0,7339.7,7339.7
12.5,6.5,1.89,0.43,1.3,15.0,4643.4,4643.4
12.5,6.5,1.96,0.37,1.3,15.0,4365.9,4365.9
12.5,9.0,1.75,0.43,1.55,15.0,7100.4,7100.4
12.5,6.5,1.96,0.55,1.55,15.0,13540.800000000001,13540.800000000001
12.5,5.25,1.89,0.43,1.3,15.0,4102.8,4102.8
12.5,9.0,1.96,0.43,1.55,15.0,6142.5,6142.5
12.5,7.75,1.96,0.43,0.8,15.0,4976.4,4976.4
12.5,4.0,1.96,0.37,1.3,15.0,2949.2,2949.2
12.5,6.5,1.82,0.55,1.55,15.0,6454.2,6454.2
12.5,7.75,1.96,0.55,0.8,15.0,15951.1,15951.1
12.5,4.0,1.75,0.49,1.05,15.0,3947.2,3947.2
12.5,5.25,1.82,0.55,1.55,15.0,5260.5,5260.5
12.5,7.75,1.89,0.55,1.05,15.0,16010.400000000001,16010.400000000001
12.5,5.25,1.82,0.55,1.05,15.0,5183.0,5183.0
12.5,5.25,1.96,0.55,1.55,15.0,11016.7,11016.7
12.5,5.25,1.89,0.49,1.55,15.0,4359.099999999999,4359.099999999999
12.5,6.5,1.89,0.49,1.3,15.0,5110.2,5110.2
12.5,6.5,1.75,0.37,0.8,15.0,4745.4,4745.4
12.5,4.0,1.75,0.55,1.55,15.0,4326.4,4326.4
12.5,4.0,1.89,0.37,1.3,15.0,3110.0,3110.0
12.5,6.5,1.82,0.37,0.8,15.0,4297.1,4297.1
12.5,5.25,1.75,0.49,0.8,15.0,4602.299999999999,4602.299999999999
12.5,7.75,1.89,0.49,1.55,15.0,6242.8,6242.8
12.5,7.75,1.96,0.55,1.05,15.0,16007.2,16007.2
12.5,4.0,1.82,0.49,1.3,15.0,4059.3,4059.3
12.5,9.0,1.89,0.55,1.05,15.0,18640.1,18640.1
12.5,6.5,1.89,0.55,1.55,15.0,13533.8,13533.8
12.5,7.75,1.75,0.43,1.05,15.0,5714.5,5714.5
12.5,4.0,1.96,0.37,1.55,15.0,3039.4,3039.4
12.5,5.25,1.96,0.43,0.8,15.0,3795.6,3795.6
12.5,9.0,1.75,0.37,1.55,15.0,6651.5,6651.5
12.5,4.0,1.89,0.49,1.05,15.0,3687.9,3687.9
12.5,6.5,1.82,0.37,1.05,15.0,4415.8,4415.8
12.5,7.75,1.75,0.55,0.8,15.0,7135.1,7135.1
12.5,7.75,1.89,0.43,0.8,15.0,5212.900000000001,5212.900000000001
12.5,6.5,1.96,0.55,1.05,15.0,13380.2,13380.2
12.5,6.5,1.96,0.43,1.55,15.0,4479.2,4479.2
12.5,7.75,1.89,0.55,0.8,15.0,15956.9,15956.9
12.5,5.25,1.82,0.55,0.8,15.0,4949.900000000001,4949.900000000001
12.5,7.75,1.82,0.43,1.3,15.0,5748.9,5748.9
12.5,9.0,1.89,0.43,0.8,15.0,5906.1,5906.1
12.5,6.5,1.75,0.55,1.3,15.0,6288.5,6288.5
12.5,9.0,1.89,0.43,1.05,15.0,6214.1,6214.1
12.5,6.5,1.75,0.49,0.8,15.0,5478.1,5478.1
12.5,6.5,1.75,0.37,1.55,15.0,5287.099999999999,5287.099999999999
12.5,5.25,1.75,0.43,1.05,15.0,4547.4,4547.4
12.5,5.25,1.96,0.43,1.55,15.0,3980.4,3980.4
12.5,5.25,1.75,0.55,1.55,15.0,5547.7,5547.7
12.5,6.5,1.82,0.43,1.05,15.0,4809.1,4809.1
12.5,5.25,1.89,0.49,0.8,15.0,4075.9999999999995,4075.9999999999995
12.5,4.0,1.96,0.49,1.3,15.0,3871.5,3871.5
12.5,5.25,1.89,0.55,1.05,15.0,4894.4,4894.4
12.5,4.0,1.75,0.49,1.55,15.0,4020.7,4020.7
12.5,9.0,1.75,0.37,0.8,15.0,5815.0,5815.0
12.5,7.75,1.89,0.37,1.05,15.0,4922.900000000001,4922.900000000001
12.5,6.5,1.96,0.49,0.8,15.0,4604.3,4604.3
12.5,7.75,1.89,0.55,1.3,15.0,16084.3,16084.3
12.5,4.0,1.89,0.55,0.8,15.0,3920.3,3920.3
12.5,6.5,1.89,0.43,1.05,15.0,4713.2,4713.2
12.5,5.25,1.89,0.43,1.55,15.0,4136.4,4136.4
12.5,5.25,1.75,0.55,0.8,15.0,5239.3,5239.3
12.5,7.75,1.96,0.43,1.05,15.0,4886.8,4886.8
12.5,9.0,1.75,0.37,1.05,15.0,5966.599999999999,5966.599999999999
12.5,4.0,1.82,0.55,0.8,15.0,4137.6,4137.6
12.5,6.5,1.89,0.43,0.8,15.0,4580.9,4580.9
12.5,9.0,1.82,0.55,1.55,15.0,7897.1,7897.1
12.5,6.5,1.89,0.37,1.3,15.0,4268.099999999999,4268.099999999999
12.5,5.25,1.75,0.43,1.3,15.0,4416.7,4416.7
12.5,9.0,1.82,0.55,1.3,15.0,8031.3,8031.3
12.5,6.5,1.96,0.55,1.3,15.0,13460.4,13460.4
12.5,9.0,1.89,0.55,0.8,15.0,18585.899999999998,18585.899999999998
12.5,9.0,1.82,0.37,1.55,15.0,6152.8,6152.8
12.5,4.0,1.89,0.55,1.55,15.0,4045.7000000000003,4045.7000000000003
12.5,5.25,1.89,0.43,0.8,25.0,5362.5,5362.5
12.5,9.0,1.96,0.37,1.55,25.0,8382.7,8382.7
12.5,5.25,1.96,0.37,1.55,25.0,4880.0,4880.0
12.5,6.5,1.96,0.37,1.05,25.0,6037.4,6037.4
12.5,6.5,1.82,0.43,0.8,25.0,6627.5,6627.5
12.5,5.25,1.89,0.37,1.3,25.0,2791.1000000000004,2791.1000000000004
12.5,7.75,1.75,0.49,1.55,25.0,4522.2,4522.2
12.5,5.25,1.89,0.37,1.55,25.0,4873.599999999999,4873.599999999999
12.5,7.75,1.89,0.37,1.3,25.0,7206.9,7206.9
12.5,5.25,1.89,0.43,1.05,25.0,5401.0,5401.0
12.5,5.25,1.82,0.49,1.55,25.0,3397.6000000000004,3397.6000000000004
12.5,9.0,1.75,0.49,0.8,25.0,4710.0,4710.0
12.5,5.25,1.89,0.55,0.8,25.0,3483.2999999999997,3483.2999999999997
12.5,7.75,1.82,0.43,1.05,25.0,8024.699999999999,8024.699999999999
12.5,4.0,1.96,0.37,1.05,25.0,3671.5,3671.5
12.5,9.0,1.82,0.49,1.3,25.0,4844.400000000001,4844.400000000001
12.5,7.75,1.82,0.43,1.55,25.0,8096.099999999999,8096.099999999999
12.5,4.0,1.89,0.43,1.05,25.0,4138.9,4138.9
12.5,6.5,1.96,0.37,0.8,25.0,6000.0,6000.0
12.5,7.75,1.96,0.37,1.55,25.0,7246.900000000001,7246.900000000001
12.5,7.75,1.89,0.43,1.55,25.0,3917.2,3917.2
12.5,9.0,1.82,0.37,1.05,25.0,8308.400000000001,8308.400000000001
12.5,7.75,1.82,0.55,1.3,25.0,4849.5,4849.5
12.5,5.25,1.82,0.43,1.05,25.0,5400.2,5400.2
12.5,7.75,1.75,0.37,1.05,25.0,7170.5,7170.5
12.5,9.0,1.89,0.37,1.05,25.0,8309.300000000001,8309.300000000001
12.5,9.0,1.96,0.55,1.3,25.0,4911.2,4911.2
12.5,5.25,1.89,0.37,1.05,25.0,2726.0,2726.0
12.5,9.0,1.82,0.55,1.05,25.0,5283.299999999999,5283.299999999999
12.5,9.0,1.89,0.49,1.3,25.0,4848.099999999999,4848.099999999999
12.5,7.75,1.89,0.55,1.55,25.0,4616.799999999999,4616.799999999999
12.5,7.75,1.75,0.55,1.55,25.0,5129.7,5129.7
12.5,7.75,1.89,0.49,1.3,25.0,4192.0,4192.0
12.5,5.25,1.89,0.49,1.05,25.0,3193.2,3193.2
12.5,5.25,1.82,0.49,1.3,25.0,3373.0,3373.0
12.5,9.0,1.82,0.43,1.3,25.0,9323.9,9323.9
12.5,6.5,1.82,0.49,1.05,25.0,3841.8,3841.8
12.5,4.0,1.89,0.37,0.8,25.0,3632.6,3632.6
12.5,6.5,1.96,0.43,1.3,25.0,3438.4,3438.4
12.5,6.5,1.89,0.37,1.05,25.0,6036.0,6036.0
12.5,9.0,1.96,0.37,1.3,25.0,8346.5,8346.5
12.5,9.0,1.75,0.55,1.05,25.0,5681.8,5681.8
12.5,7.75,1.82,0.55,1.55,25.0,4873.3,4873.3
12.5,5.25,1.96,0.55,1.3,25.0,3542.4,3542.4
12.5,7.75,1.75,0.49,1.05,25.0,4558.8,4558.8
12.5,6.5,1.82,0.37,1.3,25.0,6067.700000000001,6067.700000000001
12.5,5.25,1.96,0.49,1.55,25.0,3303.0,3303.0
12.5,5.25,1.89,0.37,0.8,25.0,2661.4,2661.4
12.5,4.0,1.75,0.37,0.8,25.0,3633.3,3633.3
12.5,6.5,1.75,0.55,0.8,25.0,4293.0,4293.0
12.5,9.0,1.82,0.49,1.05,25.0,4823.299999999999,4823.299999999999
12.5,6.5,1.75,0.49,1.05,25.0,3972.0,3972.0
12.5,7.75,1.96,0.43,1.3,25.0,3682.3,3682.3
12.5,9.0,1.82,0.49,0.8,25.0,4711.2,4711.2
12.5,4.0,1.75,0.43,1.05,25.0,2752.9,2752.9
12.5,9.0,1.89,0.55,1.3,25.0,5108.6,5108.6
12.5,5.25,1.96,0.49,1.3,25.0,3169.7999999999997,3169.7999999999997
12.5,6.5,1.75,0.37,1.05,25.0,6033.599999999999,6033.599999999999
12.5,5.25,1.82,0.49,1.05,25.0,3295.7999999999997,3295.7999999999997
12.5,6.5,1.82,0.49,0.8,25.0,3752.8,3752.8
12.5,9.0,1.82,0.43,1.05,25.0,9288.7,9288.7
12.5,7.75,1.82,0.55,0.8,25.0,4543.1,4543.1
12.5,9.0,1.89,0.49,1.55,25.0,4870.5,4870.5
12.5,9.0,1.75,0.49,1.55,25.0,4952.7,4952.7
12.5,7.75,1.75,0.55,1.3,25.0,5019.5,5019.5
12.5,7.75,1.96,0.49,0.8,25.0,3834.1,3834.1
12.5,9.0,1.75,0.55,0.8,25.0,5559.3,5559.3
12.5,5.25,1.75,0.43,1.55,25.0,5468.4,5468.4
12.5,9.0,1.96,0.37,1.05,25.0,8310.3,8310.3
12.5,5.25,1.89,0.55,1.55,25.0,3741.4,3741.4
12.5,4.0,1.75,0.49,0.8,25.0,3059.4,3059.4
12.5,5.25,1.75,0.37,1.05,25.0,4800.0,4800.0
12.5,4.0,1.89,0.37,1.05,25.0,3669.2999999999997,3669.2999999999997
12.5,4.0,1.89,0.43,0.8,25.0,4098.900000000001,4098.900000000001
12.5,6.5,1.89,0.49,1.55,25.0,3759.1,3759.1
12.5,5.25,1.96,0.37,1.05,25.0,4804.9,4804.9
12.5,4.0,1.75,0.37,1.05,25.0,3665.4,3665.4
12.5,9.0,1.89,0.49,1.05,25.0,4551.700000000001,4551.700000000001
12.5,5.25,1.82,0.37,1.3,25.0,4834.6,4834.6
12.5,6.5,1.96,0.49,1.3,25.0,3539.5,3539.5
12.5,4.0,1.82,0.43,0.8,25.0,4100.4,4100.4
12.5,7.75,1.82,0.37,1.05,25.0,7171.400000000001,7171.400000000001
12.5,6.5,1.96,0.43,0.8,25.0,3094.0,3094.0
12.5,9.0,1.96,0.49,1.3,25.0,4393.3,4393.3
12.5,9.0,1.96,0.55,1.55,25.0,4935.1,4935.1
12.5,9.0,1.82,0.37,1.3,25.0,8340.5,8340.5
12.5,5.25,1.82,0.37,0.8,25.0,2787.4,2787.4
12.5,4.0,1.89,0.37,1.55,25.0,3741.4,3741.4
12.5,5.25,1.82,0.55,1.3,25.0,4000.6000000000004,4000.6000000000004
12.5,9.0,1.96,0.49,1.05,25.0,4279.9,4279.9
12.5,7.75,1.82,0.37,0.8,25.0,7139.0,7139.0
12.5,5.25,1.96,0.43,1.05,25.0,2919.7000000000003,2919.7000000000003
12.5,9.0,1.75,0.55,1.3,25.0,5804.8,5804.8
12.5,5.25,1.82,0.37,1.05,25.0,2808.7,2808.7
12.5,7.75,1.75,0.37,0.8,25.0,7140.0,7140.0
12.5,9.0,1.82,0.49,1.55,25.0,4957.4,4957.4
12.5,4.0,1.75,0.37,1.55,25.0,3728.7,3728.7
12.5,6.5,1.75,0.49,1.55,25.0,4150.0,4150.0
12.5,7.75,1.89,0.43,1.05,25.0,3875.0,3875.0
12.5,9.0,1.89,0.49,0.8,25.0,4439.2,4439.2
12.5,9.0,1.89,0.37,1.3,25.0,8343.400000000001,8343.400000000001
12.5,9.0,1.89,0.43,1.3,25.0,4335.9,4335.9
12.5,9.0,1.75,0.55,1.55,25.0,5827.8,5827.8
12.5,9.0,1.96,0.55,0.8,25.0,4963.3,4963.3
12.5,5.25,1.82,0.43,0.8,25.0,5364.200000000001,5364.200000000001
12.5,7.75,1.96,0.37,1.3,25.0,7210.3,7210.3
12.5,9.0,1.82,0.43,0.8,25.0,9254.0,9254.0
12.5,7.75,1.96,0.55,1.3,25.0,4422.7,4422.7
12.5,7.75,1.96,0.37,1.05,25.0,7173.6,7173.6
12.5,5.25,1.96,0.49,1.05,25.0,3090.8,3090.8
12.5,4.0,1.82,0.37,1.05,25.0,3667.2,3667.2
12.5,5.25,1.75,0.37,0.8,25.0,4768.900000000001,4768.900000000001
12.5,9.0,1.75,0.43,0.8,25.0,9256.1,9256.1
12.5,7.75,1.89,0.37,1.55,25.0,7241.4,7241.4
12.5,6.5,1.82,0.43,1.55,25.0,6734.5,6734.5
12.5,7.75,1.96,0.37,0.8,25.0,7136.9,7136.9
12.5,7.75,1.82,0.43,0.8,25.0,7989.8,7989.8
12.5,6.5,1.89,0.37,1.55,25.0,6106.099999999999,6106.099999999999
12.5,9.0,1.75,0.49,1.05,25.0,4821.0,4821.0
12.5,9.0,1.96,0.43,1.05,25.0,4067.2,4067.2
12.5,7.75,1.96,0.49,1.05,25.0,3935.5,3935.5
12.5,9.0,1.96,0.43,0.8,25.0,3963.1,3963.1
12.5,5.25,1.96,0.37,0.8,25.0,4767.1,4767.1
12.5,9.0,1.89,0.37,1.55,25.0,8377.5,8377.5
12.5,9.0,1.75,0.43,1.3,25.0,9321.9,9321.9
12.5,6.5,1.89,0.55,0.8,25.0,4009.2,4009.2
12.5,9.0,1.89,0.43,1.55,25.0,4440.5,4440.5
12.5,9.0,1.96,0.37,0.8,25.0,8274.1,8274.1
12.5,4.0,1.82,0.43,1.3,25.0,2708.1,2708.1
12.5,7.75,1.75,0.49,1.3,25.0,4501.1,4501.1
12.5,6.5,1.82,0.55,1.3,25.0,4200.2,4200.2
12.5,4.0,1.89,0.43,1.55,25.0,4219.8,4219.8
12.5,7.75,1.82,0.49,1.55,25.0,4368.299999999999,4368.299999999999
12.5,6.5,1.82,0.49,1.55,25.0,4021.4999999999995,4021.4999999999995
12.5,9.0,1.96,0.49,1.55,25.0,4599.5,4599.5
12.5,6.5,1.96,0.49,1.55,25.0,3630.6,3630.6
12.5,4.0,1.75,0.37,1.3,25.0,3697.2,3697.2
12.5,4.0,1.75,0.43,1.3,25.0,4172.4,4172.4
12.5,7.75,1.89,0.37,0.8,25.0,7137.900000000001,7137.900000000001
12.5,6.5,1.75,0.55,1.05,25.0,4245.0,4245.0
12.5,7.75,1.82,0.55,1.05,25.0,4825.700000000001,4825.700000000001
12.5,9.0,1.82,0.55,0.8,25.0,5260.6,5260.6
12.5,5.25,1.96,0.49,0.8,25.0,2959.8,2959.8
12.5,4.0,1.82,0.43,1.05,25.0,4137.8,4137.8
12.5,7.75,1.75,0.49,0.8,25.0,4380.3,4380.3
12.5,7.75,1.96,0.43,1.55,25.0,3703.7,3703.7
12.5,9.0,1.89,0.37,0.8,25.0,8275.3,8275.3
12.5,6.5,1.96,0.43,1.05,25.0,3415.0,3415.0
12.5,5.25,1.89,0.55,1.3,25.0,3713.2000000000003,3713.2000000000003
12.5,5.25,1.75,0.55,1.3,25.0,3879.9,3879.9
12.5,7.75,1.75,0.37,1.3,25.0,7200.9,7200.9
12.5,6.5,1.75,0.43,1.3,25.0,6696.1,6696.1
12.5,6.5,1.89,0.49,0.8,25.0,3622.1,3622.1
12.5,6.5,1.82,0.43,1.3,25.0,6698.7,6698.7
12.5,7.75,1.89,0.49,0.8,25.0,3989.9,3989.9
12.5,7.75,1.82,0.37,1.3,25.0,7203.8,7203.8
12.5,5.25,1.82,0.43,1.3,25.0,5437.1,5437.1
12.5,5.25,1.75,0.49,1.05,25.0,3503.8,3503.8
12.5,7.75,1.82,0.49,1.3,25.0,4425.7,4425.7
12.5,7.75,1.96,0.49,1.3,25.0,3958.2000000000003,3958.2000000000003
12.5,6.5,1.89,0.49,1.05,25.0,3645.4,3645.4
12.5,5.25,1.82,0.43,1.55,25.0,5473.7,5473.7
12.5,4.0,1.82,0.43,1.55,25.0,4213.599999999999,4213.599999999999
12.5,9.0,1.82,0.43,1.55,25.0,9359.1,9359.1
12.5,7.75,1.75,0.43,1.3,25.0,8058.199999999999,8058.199999999999
12.5,5.25,1.96,0.37,1.3,25.0,4842.6,4842.6
12.5,6.5,1.82,0.55,0.8,25.0,4079.6,4079.6
12.5,7.75,1.75,0.43,1.55,25.0,8091.7,8091.7
12.5,4.0,1.89,0.43,1.3,25.0,4179.700000000001,4179.700000000001
12.5,6.5,1.89,0.37,0.8,25.0,6000.9,6000.9
12.5,7.75,1.96,0.55,1.55,25.0,4622.4,4622.4
12.5,4.0,1.75,0.43,0.8,25.0,4101.8,4101.8
12.5,5.25,1.75,0.55,1.05,25.0,3737.8,3737.8
12.5,6.5,1.75,0.43,1.55,25.0,6729.7,6729.7
12.5,6.5,1.96,0.55,0.8,25.0,3796.0,3796.0
12.5,6.5,1.89,0.55,1.3,25.0,4059.8999999999996,4059.8999999999996
12.5,7.75,1.96,0.49,1.55,25.0,4060.6,4060.6
12.5,5.25,1.75,0.37,1.55,25.0,4861.900000000001,4861.900000000001
12.5,7.75,1.89,0.43,1.3,25.0,3896.1,3896.1
12.5,6.5,1.75,0.49,1.3,25.0,4060.7,4060.7
12.5,6.5,1.82,0.55,1.05,25.0,4103.799999999999,4103.799999999999
12.5,6.5,1.75,0.43,0.8,25.0,6629.3,6629.3
12.5,7.75,1.82,0.37,1.55,25.0,3759.3,3759.3
12.5,9.0,1.89,0.55,1.55,25.0,5232.9,5232.9
12.5,5.25,1.96,0.55,1.05,25.0,3513.5,3513.5
12.5,7.75,1.82,0.49,0.8,25.0,4145.8,4145.8
12.5,6.5,1.75,0.43,1.05,25.0,6662.4,6662.4
12.5,6.5,1.96,0.37,1.55,25.0,6111.900000000001,6111.900000000001
12.5,6.5,1.75,0.55,1.55,25.0,4509.1,4509.1
12.5,6.5,1.89,0.55,1.05,25.0,3962.7,3962.7
12.5,9.0,1.96,0.49,0.8,25.0,4167.2,4167.2
12.5,5.25,1.75,0.43,0.8,25.0,5365.8,5365.8
12.5,9.0,1.75,0.43,1.05,25.0,9288.8,9288.8
12.5,6.5,1.96,0.49,1.05,25.0,3515.5,3515.5
12.5,9.0,1.96,0.55,1.05,25.0,4887.3,4887.3
12.5,4.0,1.96,0.37,0.8,25.0,3632.2999999999997,3632.2999999999997
12.5,4.0,1.75,0.43,1.55,25.0,4207.7,4207.7
12.5,7.75,1.75,0.43,0.8,25.0,7991.799999999999,7991.799999999999
12.5,6.5,1.75,0.37,1.3,25.0,3367.0,3367.0
12.5,7.75,1.89,0.49,1.05,25.0,4169.6,4169.6
12.5,5.25,1.75,0.49,1.55,25.0,3604.9,3604.9
12.5,6.5,1.89,0.43,1.55,25.0,3516.5,3516.5
12.5,7.75,1.75,0.37,1.55,25.0,7231.4,7231.4
12.5,9.0,1.82,0.37,0.8,25.0,3991.6,3991.6
12.5,9.0,1.96,0.43,1.3,25.0,4087.7999999999997,4087.7999999999997
12.5,9.0,1.75,0.49,1.3,25.0,4932.5,4932.5
12.5,6.5,1.89,0.43,1.3,25.0,3554.2,3554.2
12.5,6.5,1.96,0.37,1.3,25.0,6074.7,6074.7
12.5,9.0,1.75,0.43,1.55,25.0,9355.0,9355.0
12.5,6.5,1.96,0.55,1.55,25.0,4163.8,4163.8
12.5,5.25,1.89,0.43,1.3,25.0,5440.299999999999,5440.299999999999
12.5,9.0,1.96,0.43,1.55,25.0,4108.5,4108.5
12.5,4.0,1.96,0.37,1.3,25.0,3710.2,3710.2
12.5,6.5,1.82,0.55,1.55,25.0,4369.7,4369.7
12.5,7.75,1.96,0.55,0.8,25.0,4373.0,4373.0
12.5,4.0,1.75,0.49,1.05,25.0,3047.1,3047.1
12.5,5.25,1.82,0.55,1.55,25.0,3852.9,3852.9
12.5,7.75,1.89,0.55,1.05,25.0,4655.0,4655.0
12.5,5.25,1.82,0.55,1.05,25.0,3624.1,3624.1
12.5,5.25,1.96,0.55,1.55,25.0,3689.0,3689.0
12.5,6.5,1.89,0.49,1.3,25.0,3668.7,3668.7
12.5,6.5,1.75,0.37,0.8,25.0,6002.7,6002.7
12.5,5.25,1.82,0.37,1.55,25.0,3067.5,3067.5
12.5,6.5,1.82,0.37,0.8,25.0,3168.2000000000003,3168.2000000000003
